genus	BS	RS	BC	RC	BL1	BL2	BL3	BL4	BL5	BL6	BL7	BL8	BL9	BL10	BL11	BL12	BL13	BL14	BL15	BL16	BL17	BL18	BL19	BL20	BL21	BL22	BL23	BL24	BL25	BL26	BL27	BL28	BL29	BL30	BL31	BL32	BL33	BL34	BL35	BL36	BL37	BL38	BL39	BL40	BL41	BL42	BL43	BL44	BL45	BL46	BL47	BL48	BL49	BL50	BL51	BL52	BL53	BL54	BL55	BL56	BL57	BL58	BL59	BL60	BM1	BM2	BM3	BM4	BM5	BM6	BM7	BM8	BM9	BM10	BM11	BM12	BM13	BM14	BM15	BM16	BM17	BM18	BM19	BM20	BM21	BM22	BM23	BM24	BM25	BM26	BM27	BM28	BM29	BM30	BM31	BM32	BM33	BM34	BM35	BM36	BM37	BM38	BM39	BM40	BM41	BM42	BM43	BM44	BM45	BM46	BM47	BM48	BM49	BM50	BM51	BM52	BM53	BM54	BM55	BM56	BM57	BM58	BM59	BM60	BH1	BH2	BH3	BH4	BH5	BH6	BH7	BH8	BH9	BH10	BH11	BH12	BH13	BH14	BH15	BH16	BH17	BH18	BH19	BH20	BH21	BH22	BH23	BH24	BH25	BH26	BH27	BH28	BH29	BH30	BH31	BH32	BH33	BH34	BH35	BH36	BH37	BH38	BH39	BH40	BH41	BH42	BH43	BH44	BH45	BH46	BH47	BH48	BH49	BH50	BH51	BH52	BH53	BH54	BH55	BH56	BH57	BH58	BH59	BH60	RL1	RL2	RL3	RL4	RL5	RL6	RL7	RL8	RL9	RL10	RL11	RL12	RL13	RL14	RL15	RL16	RL17	RL18	RL19	RL20	RL21	RL22	RL23	RL24	RL25	RL26	RL27	RL28	RL29	RL30	RL31	RL32	RL33	RL34	RL35	RL36	RL37	RL38	RL39	RL40	RL41	RL42	RL43	RL44	RL45	RL46	RL47	RL48	RL49	RL50	RL51	RL52	RL53	RL54	RL55	RL56	RL57	RL58	RL59	RL60	RM1	RM2	RM3	RM4	RM5	RM6	RM7	RM8	RM9	RM10	RM11	RM12	RM13	RM14	RM15	RM16	RM17	RM18	RM19	RM20	RM21	RM22	RM23	RM24	RM25	RM26	RM27	RM28	RM29	RM30	RM31	RM32	RM33	RM34	RM35	RM36	RM37	RM38	RM39	RM40	RM41	RM42	RM43	RM44	RM45	RM46	RM47	RM48	RM49	RM50	RM51	RM52	RM53	RM54	RM55	RM56	RM57	RM58	RM59	RM60	RH1	RH2	RH3	RH4	RH5	RH6	RH7	RH8	RH9	RH10	RH11	RH12	RH13	RH14	RH15	RH16	RH17	RH18	RH19	RH20	RH21	RH22	RH23	RH24	RH25	RH26	RH27	RH28	RH29	RH30	RH31	RH32	RH33	RH34	RH35	RH36	RH37	RH38	RH39	RH40	RH41	RH42	RH43	RH44	RH45	RH46	RH47	RH48	RH49	RH50	RH51	RH52	RH53	RH54	RH55	RH56	RH57	RH58	RH59	RH60
Ensifer	0.008414034	0.005014102	0.233556614	0.157964478	0.517288569	0.00043554	0.251730822	0	0.329950865	0.208618887	0.071568453	0.414164742	0.031756389	0.001934949	0.000307157	0.172515903	0.040378612	0.259883543	0.054237723	0.638276823	0.369409996	0.425464976	0.248636962	0.337840448	0.172403164	0.128533859	0.381786509	0.021267169	0.279147359	0.531674208	0.443069307	0	0.005635246	0.000509892	0.522292994	0.435522257	0.307340324	0.200496032	0.051622028	0.518240834	0.161180893	0.176559689	0.236254217	0.282715498	0.863842115	0.370720721	0.389257869	0.09606939	0.206263088	0.013022246	0.40281558	0.443377646	0.020340587	0.240934097	0.256212038	0.058679966	0.258203471	0.316412161	0.283732291	0.357209302	0.667247539	0.007256489	0.291059367	0.387597833	0.511189739	0.001196563	0.219789513	0	0.565930482	0.563269877	0.243696741	0.585062993	0.098848638	0.001294738	0	0.650889025	0.437141687	0.604917599	0.149235912	0.874204556	0.713428092	0.70317334	0.346153846	0.401102757	0.414937759	0.288063994	0.661949407	0.106804479	0.668479214	0.770384582	0.676556263	0	0	0	0.555038482	0.8030935	0.600579252	0.581915925	0.710514738	0.57328842	0	0.322977463	0.385958497	0.652556844	0.96036795	0.436488563	0.369318182	0.355844484	0.53190319	0.093461653	0.691421144	0.71392579	0.147898451	0.741070243	0.460845987	0.420026732	0.787400513	0.638543107	0.586216049	0.831894691	0.409478261	0.237505817	0.479703809	0.530840128	0	0	0	0	0	0	0.003449465	0.000548396	0	0.001041371	0	0	0	0	0	0	0	0	0	0	0	0.000327941	0.000619086	0	0	0	0.000263852	0	0	0	0	0	0	0.000188893	0	0	0	0	0.000528709	0	0	0	0	0	0	0	0	0.000539763	0	0	0	0	0	0.001763357	0.002057036	0	0.000176289	0	0	0	0.002152522	0	0	0.000353544	0.04087249	0.001476696	0.001215749	0.001161575	0	0	0.000793791	0.024832623	0	0.009634272	0	0.096890075	0	0.007464857	0.006098171	0	0.000650618	0	0.005212134	0	0.013958227	0.0605497	0.097326698	0	0.001690391	0	0.005298855	0.001695634	0	0.000581677	0	0.000968804	0.003611824	0	0.000313414	0	0.205381361	0	0	0.000289491	0.000517652	0	0.000716772	0.021905145	0	0.003903513	0.216642625	0.002059732	0.018818508	0.096878946	0.000391351	0.007461259	0.101740535	0	0.041701651	0.201844168	0.492661448	0	0.632612379	0	0.730725275	0.50392556	0.322283783	0.58804838	0.283037847	0.00030036	0	0.468226193	0.199453265	0.489030997	0.288219846	0.574614564	0.448562714	0.589765013	0.5482091	0.492825112	0.580692301	0.542692273	0.601699771	0.051778407	0.654561638	0.588121596	0.389806174	0.000867491	0	0.005293292	0.259251337	0.638930163	0.483547442	0.540509501	0.6494734	0.364615233	0	0.419331984	0.505720824	0.606041601	0.963406351	0.469044879	0.445624684	0.464495703	0.559803823	0.020235893	0.521534602	0.709204286	0.128346168	0.718284094	0.790532233	0.628263388	0.617598533	0.789341693	0.542230696	0.496696908	0.860106802	0.582458702	0.437418996	0.8478223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000288434	0	0	0	0	0	0.000373622
Bacillus	0.029528497	0.066750235	0.16685188	0.066029469	0.006112581	0	0.001800055	0.008872793	0	0.003136253	0	0	0	0	0.159311969	0	0	0	0	0	0	0	0.002538071	0.02713927	0	0	0	0.0684537	0	0	0.020509194	0.019019248	0.012909836	0	0	0	0	0	0	0.002011521	0.030347483	0	0	0	0	0	0.002983925	0	0	0.001627781	0	0	0	0.002357696	0	0	0	0	0	0	0	0.797283468	0.018574476	0.000842866	0	0.002175568	0.011276076	0.765514928	0	0.117207913	0.000263551	0.004622496	0	0.000277444	0.819875776	0	0.001330876	0.002908258	0.006088825	0	0	0	0.002298851	0	0.000771977	0	0.020520078	0.583979328	0.023241537	0.001482515	0	0.165511666	0.65374868	0	0.000447467	0	0	0	0	0	0.803384525	0.010325941	0	0	0	0	0.006073668	0.004544307	0.000916758	0.044845719	0	0	0.009059307	0.061612004	0.003579176	0.048117621	0	0.000461042	0	0	0.001043478	0.299022801	0.092871799	0.032258065	0	0.535307769	0.327846867	0.856466578	0.211736717	0.815106629	0.541451075	0	0.820261755	0.028495693	0.744524074	0.011711239	0.108762322	0.438911613	0.59637469	0	0.898169655	0.094439626	0.4079233	0	0.097235462	0.222015741	0	0.769919427	0.677044417	0.950146628	0.912401055	0.428541382	0.42294112	0.034752389	0.015444015	0.560843916	0.013506261	0.017094824	0.506058074	0.511687444	1	0.856077269	0.773712594	0.543001045	0.833376747	0.684679024	0.856423413	0.521724891	0.372326696	0.036170698	0.742031873	0.722292191	0.298478261	0.496208439	0.035623632	0.463181383	0.04290633	0.004232058	0.544366526	0.358907084	0.081974438	0.212009192	0.145500339	0.043520309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000413309	0	0.001815463	0	0	0.004874947	0	0	0	0	0	0.095047999	0	0	0	0.001193447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.006011125	0.002774182	0	0	0	0	0	0.636128597	0	0.08393913	0	0.001230012	0	0	0.873859305	0	0	0	0	0	0.007764119	0	0	0	0	0	0	0	0	0.000175716	0	0.009542399	0.535540634	0	0	0	0	0	0.002700513	0	0.000175562	0.001821862	0.000936135	0	0	0	0	0.001922207	0	0	0	0	0	0	0	0.002851288	0	0	0	0	0.008053926	0.01761431	0.013886317	0	0	0.003152502	0.324438986	0.124019139	0.029393202	0.980456331	0.375836396	0.001422745	0.650021939	0	0.661949212	0	0.000951978	0.275471698	0.017601878	0.000272529	0.011688745	0.004843049	0.146760036	0	0.001200813	0.138098185	0.000184179	0.875766125	0.489570798	0.240900679	0.070831376	0.114827856	0.174549772	0.007063271	0	0.706397	0.129967875	0.096223776	0.158879401	0.042122591	0	0.285124725	0	0.240417475	0	0	0.591828003	0.462325398	0	0	0.044472339	0.153721683	0.115090297	0.116487016	0.033598856	0.022638804	0.001592538	0	0.170070519	0.309520936	0	0.140202354	0.018132024	0.014944891
Arthrobacter	0.004127639	0.017235976	0.070648381	0.105856764	0.280905027	0.201872822	0.006092495	0	0.043473617	0.086072715	0.120081894	0.454484219	0.10766721	0.081544273	0	0.114279447	0.330681704	0.194197569	0.047954866	0.221962407	0.194193912	0.490330341	0.12248543	0.275545683	0.2159663	0.000876616	0.373366883	0.03644218	0.144578313	0.001131222	0.11669024	0.000572869	0	0.000305935	0.279016277	0.210489202	0.36663489	0.531646825	0.009281358	0.146109536	0.059411387	0.105651803	0.244734203	0.342228674	0.045536846	0.222252252	0.174030224	0.263285024	0.449743004	0.104901429	0.219521351	0.059699655	0.075969726	0.125182441	0.007454445	0.035865874	0.149752946	0.101939744	0.365510503	0.151348837	0.059161802	0.013117499	0.035904728	0.020590006	0.158690845	0.067333841	0.000939673	0	0.021526419	0.014091079	0.001317755	0.130064352	0.047833006	0.191066309	0	0.059350092	0.112510238	0.026614964	0.041427889	0.069722402	0.080603867	0.040572792	0.109902741	0.097243108	0.049310045	0	0.118698036	0	0.088054727	0	0	0	0	0.002835156	0.124664399	0.047532152	0.201509566	0.259451837	0	0.060360524	0	0.071653048	0.069110522	0.175878494	0	0.048639364	0.136559561	0.059707145	0.20443711	0.036511559	0.064904679	0.025767293	0.016643843	0.006639225	0.011605206	0.055803074	0	0.024319963	0.150933381	0.02384549	0.00973913	0.000465333	0.047105005	0.0016838	0	0	0	0	0	0	0.008508681	0	0	0.001704061	0	0	0	0	0	0	0.000371644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001215521	0	0	0	0	0	0.480832308	0.121689132	0.087339665	0	0.313729487	0.286848177	0.159917703	0.587989314	0.107273096	0.247585513	0	0.180888618	0.130336595	0.270133757	0.110968334	0.489890178	0.298074014	0.429180805	0.237628711	0.219608239	0.139418162	0.09078656	0.449911394	0.11606958	0.312582781	0.490803885	0.480499942	0.109354977	0.000711744	0.201344743	0.380457821	0.40751731	0.393793033	0.334658265	0.259795571	0.275721759	0.049044768	0.165411983	0.211554534	0.183574428	0.219811218	0.324126456	0.176746367	0.090417833	0.331711357	0.117447889	0.231107925	0.270297428	0.101272931	0.119707737	0.136314461	0.171678682	0.309923368	0.273317698	0.432247334	0.28544098	0.24842993	0.073700758	0.101875175	0.183586906	0.086790607	0.129480801	0.007973687	0	0.014681319	0.180188039	0.002065922	0.218532185	0.08512511	0.24339207	0	0.103426045	0.120281779	0.079225508	0.08525605	0.198196451	0.086976615	0.152584856	0.155566312	0.137107623	0.067494748	0.012172031	0.075248281	0.13503305	0.070404984	0.037339659	0.001884422	0.029060941	0	0.096359512	0.219037433	0.095202717	0.173315303	0.092294842	0.023944549	0.030722118	0	0.182591093	0.114000416	0.089892338	0	0.101150748	0.047040971	0.08525554	0.153037734	0.082562442	0.151369433	0.06762691	0.121134336	0.037226745	0.007640963	0.099171345	0.038405133	0.029019257	0.194947569	0.126574474	0.023373895	0.003924432	0.033049435	0.006358885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000408497	0	0	0	0	0	0	0	0	0
Metabacillus	0.091601842	0.048417424	0.111277931	0.043115102	0	0	0.171282193	0	0.40375988	0.568358694	0.737226277	0	0.287330071	0	0	0.596512393	0.042895982	0.302584534	0.176689319	0	0.04988726	0	0.133483738	0.005794862	0.04623446	0.03583169	0	0.091160833	0.137534754	0	0.040841584	0.188473877	0.049487705	0	0	0.034200088	0.001239276	0.004563492	0	0.011154796	0.021912533	0.071570577	0.012765569	0.030817329	0.00353069	0.003153153	0.036673405	0.294027229	0.017037883	0	0.002064758	0.284711965	0.038883633	0.059054676	0.69795693	0.480793718	0.33713417	0.31324804	0	0.232930233	0.160059249	0.036468509	0.404372556	0.472245635	0	0	0.073858297	0.007044616	0.027304072	0.204647256	0.588157779	0	0.011607226	0	0	0.09380748	0.03951679	0	0.031518625	0	0	0	0.160742706	0	0.004149378	0	0	0.044980381	0.001841782	0	0	0.013282513	0.019429778	0	0	0	0.003247323	0	0	0	0.001369461	0.121217563	0	0	0	0	0.019102665	0.071699066	0.003208654	0	0	0.003435639	0.000948067	0.039702563	0.024078091	0.283247939	0.004721435	0.075726141	0	0	0.077217391	0.042996743	0.184940673	0.090747962	0	0	0.484759815	0	0.631542427	0.154007774	0.339542371	0	0.058943286	0	0	0.811658801	0.512157722	0.028721323	0.045260077	0	0	0	0.455408828	0	0	0.006668124	0	0.045757485	0.054586966	0	0	0.014091913	0	0.000965344	0	0.00249975	0	0	0	0	0	0.07573874	0.041345035	0.082771073	0	0	0.029931585	0.026746725	0.099280973	0	0.040202825	0.152213026	0.000978261	0.375072915	0.833610503	0.149399639	0.702922221	0.76758949	0.033941094	0.47706505	0.803437638	0.047856929	0.323161872	0.822753649	0	0	0	0	0.001732749	0.016982003	0.001776863	0	0	0	0.000705592	0	0	0	0	0	0	0	0	0	0	0	0.000208485	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004657352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000721631	0	0	0.004037323	0.033752543	0	0	0	0	0.002691119	0.081609712	0.001406593	0.008335757	0.12292234	0	0	0	0.017789072	0.014827777	0.002313111	0	0	0	0	0	0	0	0	0	0	0.003619767	0	0	0	0.011602689	0.083699931	0	0	0	0	0	0	0	0	0.000910931	0	0	0	0	0	0.003279059	0	0	0	0	0	0	0.001932197	0.00196026	0	0	0	0	0.003326622	0.012868486	0.012312535	0.006010453	0	0.004203336	0.252986491	0.007655502	0.533946443	0.010286142	0.46847611	0.000379399	0.012110575	0	0	0.3404411	0.563253649	0.157358491	0.020375507	0.001998547	0	0	0.201203274	0.001324503	0	0.020627063	0	0	0.007220217	0.000822538	0	0.020442097	0	0.005968961	0	0.039313714	0	0.006806527	0.55521443	0	0	0.254860602	0.01904426	0.001570149	0	0	0.011231148	0.159256345	0.120030581	0	0.033892226	0.208306365	0	0.344316512	0.449652778	0.157344806	0.183483108	0.688106913	0.010623683	0.173042114	0.37811879	0.1440223	0.203985268	0.529422754
Peribacillus	0	0.001723598	0.052436356	0.074728143	0	0.447190767	0.339518139	0	0.00224311	0.000696945	0.018604237	0	0.210984231	0.002027089	0	0	0.491390595	0.024006538	0.565713553	0	0.087467118	0	0.356551983	0	0.407068735	0.527065527	0.011419723	0.36564023	0.101575533	0	0.084954031	0.002864345	0.002151639	0.011115643	0	0	0.035176358	0	0	0	0.013385899	0.551263845	0.008571168	0.044997767	0.003711751	0.045405405	0.241505438	0.066754502	0.004664002	0.009314523	0.212013139	0.042589857	0.721570482	0.209947233	0	0.36417657	0.025845686	0.002338699	0.133072789	0.07172093	0.008451686	0.035631222	0.070120867	0.004214329	0	0.017513325	0.498872392	0	0	0	0	0	0.046148086	0	0	0	0.045761671	0.15933727	0.523638968	0	0.000617992	0	0.07683466	0	0.115314098	0	0	0.004019523	0.000263112	0	0	0	0	0	0.008412386	0.012947515	0.005090398	0	0	0	0	0.178863249	0.006124874	0	0	0	0.250685737	0.184675587	0.001375138	0	0.012911612	0	0.213631097	0.001991767	0	0.059367342	0	0	0	0.005718602	0	0.011074919	0.005263627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004366812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001028518	0	0	0	0	0	0.039462895	0.797907437	0.39606384	0.000353544	0	0.008121827	0.028616852	0.056568707	0.192159643	0.040744467	0	0	0.178298742	0.209896174	0.42459844	0.049779329	0.35171927	0.207949588	0.389683095	0.302100162	0.264150943	0.763839415	0.050974669	0.236384345	0.002241467	0.124302542	0.028816109	0.31236651	0.003024911	0.175061125	0.229864349	0.151900523	0.042338917	0.171110034	0	0.168571982	0	0.069609157	0.005850397	0.499953336	0.072257785	0.487077094	0.421659634	0.29933417	0.117506988	0.662363771	0.373745648	0.179159968	0.454698615	0.508057252	0.0062207	0.196807415	0.007372199	0	0.209568535	0.21695045	0.242867396	0.553726651	0.383617875	0.189303827	0	0.004209721	0.032891458	0	0	0	0.000563433	0	0.037847353	0.00030036	0	0	0.042897697	0.016875389	0.152691803	0	0	0	0.003291384	0	0.004201297	0	0	0.048001259	0	0	0	0.016482325	0	0.020525008	0.040213904	0.00137975	0	0	0	0	0	0.014979757	0	0	0	0	0.222862924	0.101311624	0.00030027	0.000578168	0.002090738	0.000878272	0.022857841	0.028080124	0	0.017196828	0.000458295	0	0.000381316	0.002818638	0.001750854	0.016792918	0.036845029	0.001829268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alkalihalobacillus	0	0	0.080079429	0.03761734	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001448715	0	0	0	0	0	0	0.00053041	0.006072411	0	0	0	0	0	0	0	0.02459541	0.007701476	0	0	0	0	0	0.012128213	0.01438296	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01702484	0	0	0	0.01240074	0.022834054	0.007156435	0	0	0	0	0.002620987	0	0	0	0.050266175	0.000176258	0	0	0	0	0	0	0	0	0	0.051583884	0.00201719	0	0	0.744744745	0.042027455	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08552116	0.159176976	0.000366703	0	0.000259965	0	0.018434636	0	0	0	0	0	0	0	0	0.263564449	0	0	0	0.439054039	0.160814436	0.143533422	0	0	0	0.007586144	0.005719825	0.036069298	0.236398506	0	0.153340635	0.488351414	0.260414321	0	0.055932361	0.871928303	0.088368307	0.409000722	0.683296261	0.697748142	0	0.160946981	0	0.005776237	0	0.55631507	0.575150301	0.95298774	0.963596249	0.433756624	0.828175313	0.608330185	0.308126175	0.085040071	0	0	0	0	0	0.288092994	0.109749145	0.269759825	0	0.628822455	0.055052517	0	0.607391304	0	0	0.00233769	0	0	0.000748013	0	0.00096959	0.688580278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.675791275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001686151	0	0	0.000469528	0	0	0	0	0	0	0	0.001594448	0	0	0	0	0	0	0	0	0	0	0.000263574	0	0.124376491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000977876	0	0	0	0	0	0	0	0	0	0	0	0	0.173387626	0.023668639	0.802392344	0.000540979	0	0	0.006734326	0.009039052	0	0.230753789	0	0.004336789	0	0.004053766	0.001362645	0.03295113	0.936412556	0.001972581	0.001892148	0.126547201	0	0	0	0	0	0	0.782472613	0.825450228	0.071727019	0.867460472	0.205658448	0.257732905	0	0	0.014137697	0	0.000825385	0	0	0	0.02078822	0.127928121	0.052626402	0	0.038314965	0	0	0.315886134	0	0	0	0	0	0	0	0	0.028907702	0	0
Pseudarthrobacter	0.00206382	0.010498276	0.042340611	0.073945385	0.147796734	0.020797038	0.060924952	0	0.045075838	0.077244744	0.035873242	0.09478445	0.033061446	0.879572468	0	0.066132924	0.052059209	0.121871488	0.007308629	0.116827053	0.074971815	0.040621819	0.068715924	0.120050222	0.039145176	0.040543502	0.189296429	0.052724856	0.049860982	0.454054995	0.08698727	0	0	0	0.154723992	0.133803438	0.237273594	0.198115079	0.732873685	0.069854622	0.043733382	0.019218025	0.194766117	0.221304154	0.031685678	0.093603604	0.050630475	0.131862099	0.234056729	0.090613131	0.084467386	0.035204333	0.021759697	0.013023465	0.00966317	0.006578947	0.124033954	0.076489201	0.149975574	0.079162791	0.008103163	0.000279096	0.029772485	0.045153522	0.194869527	0.048297618	0	0	0.000652316	0.005132512	0	0.036254872	0.006833287	0.074539906	0	0.00502759	0.022317772	0	0.033906399	0.002582311	0.033548159	0	0.037135279	0.206716792	0.01119367	0.001438073	0.053953653	0	0.030959481	0	0	0	0	0.0009113	0.016377304	0.017987487	0.09750746	0.009165418	0	0.02285142	0	0.00341205	0.051192979	0.045744585	0	0.011391375	0.044278997	0.035092148	0.040979098	0.038595099	0.025476603	0.000687128	0.00547772	0.00265569	0.00824295	0.005346402	0.003372454	0.001613647	0.009820402	0.00755287	0.001391304	0	0.002230351	0	0	0	0	0	0	0	0.008508681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.309655597	0.005844095	0.109957897	0	0.226582408	0.311398246	0.301973254	0.198629341	0.356462723	0.084808853	0	0.437005478	0.217765351	0.250210457	0.074621386	0.086626296	0.207623273	0.092195831	0.191442567	0.271708401	0.188214518	0.039376143	0.249139998	0.060364465	0.304228222	0.089481298	0.113528527	0	0	0.028361858	0.06634167	0.05228204	0.319699928	0.276005817	0.2064523	0.356423174	0.026993632	0.332164587	0.4445257	0.23425105	0.211023109	0.101941209	0.234692921	0.21933803	0.105393933	0.053750926	0.243088265	0.271000804	0.089105204	0.149734761	0.103227551	0.245623069	0.300902124	0.208280714	0.236278251	0.274153434	0.041719002	0.112631774	0.10495382	0.068049793	0.210763209	0.016456181	0.005282568	0	0.004131868	0.109527964	0	0.050533005	0.027662517	0.050260312	0	0.087124701	0.094837557	0.063771205	0.023447758	0.054979153	0.074313707	0.048772846	0.080638916	0.087219731	0.042378299	0.001352448	0.08460657	0.009600252	0.058834001	0.002635741	0	0	0	0	0.075294118	0.045001061	0.130380888	0.084777615	0.0068413	0.009977279	0	0.0548583	0.180049927	0.163165047	0	0.062025316	0.042994436	0.06727725	0.094685217	0.045097132	0.109136525	0.042859652	0.051460702	0.019482301	0.003688741	0.027087232	0.024014665	0.009673086	0.092087703	0.065709504	0.005777817	0	0.009442696	0.000958188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Streptomyces	0	0.001566907	0.041285053	0.061177881	0.003831767	0.002722125	0.009138743	0	0.014419996	0.003020095	0.000890155	0	0.009461664	0.002856353	0	0.001754771	0.004934045	0.006435795	0.002564431	0.000359745	0.008455468	0.003516239	0.003196089	0.007146996	0.01551423	0.055445979	0.000483887	0.078644218	0.03253012	0.001218239	0.006276521	0	0	0	0.003892427	0.002115469	0.009246902	0.001488095	0.000618757	0.009143275	0.001466948	0.007573606	0.069845901	0.001674855	0.000814775	0.014054054	0.003946482	0.002964427	0.00513992	0.008862362	0.008446739	0.023264402	0.016177862	0.250364882	0.006212038	0.001061121	0.021664766	0.032191498	0.003517342	0.012744186	0.012024048	0.000837287	0.01439744	0.016616496	0.016364441	0.234635048	0.012685585	0	0.041841394	0.006065696	0.044452253	0.009426267	0.086305345	0.725700546	0	0.011404047	0.071867322	0.085661408	0.079393505	0.046666052	0.022600865	0.044196942	0.020247569	0.028170426	0.060696709	0.312241596	0.038121351	0.124126711	0.126644448	0.063573733	0.302729529	0.005659506	0	0.002227623	0.10506533	0.005126868	0.016061085	0.014629417	0.157765068	0.04925346	0.004988751	0.009787196	0.071304507	0.057787364	0	0.02160745	0.023608934	0.007826306	0.013934727	0.012402024	0.026256499	0.106619331	0.057410724	0.083521445	0.206290672	0.012586322	0.056117631	0.033425542	0.016190392	0.014997842	0.118695652	0.0002792	0.010259613	0.172279334	0.061079033	0	0.00743721	0	0.021015067	0.007984032	0.022881453	0.012521707	0.070770722	0.817002745	0	0.005156441	0.027820372	0.010937222	0.00326503	0.029235646	0.016166496	0.003854679	0.009316208	0.0879329	0.038555238	0.008307827	0.379941629	0.000596837	0.067455376	0.006753755	0.087335092	0	0	0.000675741	0.003217503	0.00049995	0.026565295	0.05846241	0.00940046	0.074688335	0	0.003155781	0.007930633	0.080680414	0.166623253	0.012985653	0	0.002292576	0.056139381	0.013806481	0.036943137	0.00638719	0.00076087	0.015652343	0.000175055	0.004887897	0.003354816	0.004055722	0.074427302	0.0037094	0.008638167	0.000799281	0.002518648	0.001582557	0	0	0	0	0.000917338	0.000922935	0	0	0.00060778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00047524	0	0	0	0	0	0	0	0	0	0	0	0	0.004003603	0.044536603	0	0	0.001713873	0	0	0.003947605	0	0.003918276	0.009220839	0.000587084	0	0.004385528	0	0.006593407	0.009595813	0.007606348	0	0.006538413	0.02803364	0	0.011788543	0.004415939	0.013322675	0.001969612	0.00174537	0.032073205	0.002193211	0	0.000560538	0.020549822	0.016229375	0.005347594	0.021089078	0.019848687	0.048497628	0.165290739	0.005963999	0	0.003672896	0.019037433	0.001061346	0.000676133	0.000939653	0.030425781	0	0	0.00242915	0.008841273	0	0	0.000345224	0.004046535	0	0.001201081	0.003815911	0.003972402	0.016950641	0.009167583	0.013445532	0.034252591	0.012296177	0.010449129	0.005284371	0	0.003787545	0.019346932	0.005749749	0.002962414	0.018815331	0.345185849	0.026664915	0.061181199	0	0.189523037	0.001402656	0.049382716	0.263302665	0.191750768	0.693986014	0	0.05142678	0.100803893	0.102012579	0.024109238	0.901071948	0.100634532	0.019641256	0.129499951	0.606433302	0.031313505	0.276299505	0.396169076	0.064597724	0.038608103	0.61237919	0.928041334	0.002836463	0	0.070035814	0.012687878	0.008067265	0.151262047	0.29958042	0.184591768	0.358865111	0.044794821	0.037417461	0.250132252	0.101967304	0.999823649	0.236249459	0.079473741	0.01052528	0.234996177	0.025234319	0.093607101	0.076483279	0.114682175	0.034909358	0.038500817	0.055214095	0.062563986	0.109989424	0.156149831	0.024134186	0.132479576	0.006194508	0.001322127	0.05436204
