ASV_ID,BEN_BC,BHI_BC,BRA_BC,CSA_BC,CHIA_BC,CZA_BC,GN1_BC,GYM_BC,GLA_BC,GGA_BC,HA_BC,HVA_BC,KB_BC,LNMS_BC,LB_BC,MCA_BC,MYP_BC,MIC_BC,MM_BC,PYG_BC,PYS_BC,PPS_BC,PDA_BC,RA_BC,RH_BC,RZ1_BC,RZ2_BC,SA_BC,SSM_BC,SSTY_BC,CMCA_BC,SLA_BC,SEA-B_BC,SEA-R_BC,SCA_BC,SGCY_BC,SNA_BC,STA_BC,STBG_BC,T5_BC,TP_BC,TGY_BC,TCN_BC,YGCP_BC,YMG_BC,TSA_BC,0.1×TSA_BC,0.01×TSA_BC,NA_BC,0.1×NA_BC,0.01×NA_BC,AIA_BC,0.1×AIA_BC,0.01×AIA_BC,R2A_BC,0.1×R2A_BC,0.01×R2A_BC,MA_BC,0.1×MA_BC,0.01×MA_BC,BEN_RC,BHI_RC,BRA_RC,CSA_RC,CHIA_RC,CZA_RC,GN1_RC,GYM_RC,GLA_RC,GGA_RC,HA_RC,HVA_RC,KB_RC,LNMS_RC,LB_RC,MCA_RC,MYP_RC,MIC_RC,MM_RC,PYG_RC,PYS_RC,PPS_RC,PDA_RC,RA_RC,RH_RC,RZ1_RC,RZ2_RC,SA_RC,SSM_RC,SSTY_RC,CMCA_RC,SLA_RC,SEA-B_RC,SEA-R_RC,SCA_RC,SGCY_RC,SNA_RC,STA_RC,STBG_RC,T5_RC,TP_RC,TGY_RC,TCN_RC,YGCP_RC,YMG_RC,TSA_RC,0.1×TSA_RC,0.01×TSA_RC,NA_RC,0.1×NA_RC,0.01×NA_RC,AIA_RC,0.1×AIA_RC,0.01×AIA_RC,R2A_RC,0.1×R2A_RC,0.01×R2A_RC,MA_RC,0.1×MA_RC,0.01×MA_RC
ASV2_LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061586176,0,0,0,0.019019248,0.01147541,0,0,0,0,0,0,0.001371491,0.010452003,0,0,0,0,0,0,0,0,0,0,0,0,0.002357696,0,0,0,0,0,0,0,0.107358824,0.005954497,0.000842866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000413309,0,0,0,0,0,0,0,0,0,0,0.060545576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006011125,0,0,0
ASV2_MT,0,0.002175568,0.000563804,0.405233143,0,0.002146323,0.000263551,0,0,0.000277444,0.155175983,0,0.001330876,0,0,0,0,0,0.000972591,0,0,0,0,0.389223849,0.023241537,0,0,0.099445599,0.214889124,0,0,0,0,0,0,0,0.518145359,0.010325941,0,0,0,0,0.006073668,0.004544307,0.000916758,0.000396865,0,0,0,0.038507502,0.003579176,0.02238806,0,0.000461042,0,0,0.001043478,0.084597487,0.038183602,0.021269054,0,0,0,0.074078237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000175716,0,0.009542399,0.159064598,0,0,0,0,0,0,0,0.000175562,0.001821862,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002316671,0,0,0,0,0.008053926,0.000456329,0,0
ASV2_HT,0,0.343131838,0.134357474,0.550085211,0.125594766,0.546170816,0.28619064,0,0.483373728,0.014105841,0.525285152,0.006642195,0.062541073,0.252356393,0.34620581,0,0.624082505,0.05685651,0.187319103,0,0.06249338,0.140686489,0,0.45140754,0.449149024,0.615746912,0.724098505,0.144599853,0.277316538,0.034752389,0.015444015,0.362663734,0.013506261,0.015772573,0.366931272,0.320347284,0.613517004,0.519078129,0.54816538,0.271880642,0.376400104,0.482773065,0.176738883,0.112445415,0.16869469,0.036170698,0.415067005,0.404372076,0.174130435,0.278047832,0.026870897,0.307618744,0.02630882,0.004232058,0.202150538,0.196598209,0.050242398,0.079728245,0.089896348,0.027430983,0,0.003152502,0.003684269,0.084210526,0.007032729,0.021974939,0.082367355,0.001422745,0.12777534,0,0.345980126,0,0,0.088176101,0.013441434,0,0.009573639,0.004843049,0.029391459,0,0.001200813,0.07724835,0.000184179,0.096993871,0.023866827,0.158441291,0.042179427,0.043818466,0.095487829,0,0,0.013521191,0.053877926,0,0.072148134,0,0,0.030080704,0,0.08423386,0,0,0.030163654,0.003639583,0,0,0.033085269,0.011650485,0.043362922,0.038094072,0.026756536,0.011882811,0,0,0.041304149,0.096778086,0,0.002787528,0.005288507,0.007005418
ASV27_LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002983925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010140478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000542476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV27_MT,0,0,0,0.054455999,0,0,0,0,0,0,0.02173913,0,0,0,0,0,0,0,0,0,0,0,0,0.045650301,0,0,0,0.018711019,0.034107709,0,0,0,0,0,0,0,0.07287489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009801738,0,0,0,0,0,0.018613309,0.008029262,0.004253811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01504978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV27_HT,0,0.06619516,0.017434772,0.073092217,0.023988898,0.062191407,0.038289065,0,0.117304896,0.005680204,0.050671243,0.002884111,0.013033954,0.046416504,0.030623733,0,0.096441513,0.013587742,0.064218524,0,0.01398157,0.019457805,0,0.055107928,0.050643421,0.088865192,0.057783641,0,0.02824697,0,0,0.0339966,0,0,0.040839774,0.023931434,0.103572966,0.074304294,0.081103944,0.024897843,0.156203873,0.044612001,0.020334474,0,0.07365413,0,0.098605578,0.061532926,0.028369565,0.041804394,0.004376368,0.037403039,0.004855655,0,0,0.017189903,0.005112384,0,0.014918144,0.005538948,0,0,0,0,0,0,0,0,0.00991663,0,0.032018468,0,0,0,0,0,0,0,0.005030082,0,0,0.01165429,0,0,0,0,0,0,0.010488819,0,0,0,0,0,0,0,0,0,0,0.008866722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.033061636,0,0,0,0,0
ASV16_LT,0,0,0,0,0,0,0,0,0,0,0.039623221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009635785,0,0.001434426,0,0,0,0,0,0,0.000640029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089961857,0.004177035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV16_MT,0,0,0,0.084982668,0,0,0,0,0,0,0.168426501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109609293,0,0.000447467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026337832,0.005085199,0,0,0,0,0.166928957,0,0,0,0,0,0,0.374610142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10442232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000534616,0,0,0,0,0,0.009491649,0,0
ASV16_HT,0,0,0.054864667,0,0,0.037924152,0.047602622,0,0.011439651,0,0.030483497,0,0,0,0,0,0,0,0,0,0,0,0,0.031632349,0,0,0,0.090966453,0,0,0,0.03459654,0,0,0,0,0,0.005929043,0,0.007982514,0,0,0.095876093,0.098689956,0,0,0,0.017452321,0,0.018082831,0,0,0,0,0,0.012304352,0,0.034868618,0.006006006,0,0,0,0.128502847,0,0,0.34982233,0.069644708,0,0.093462045,0,0,0,0,0.040377358,0.004160444,0,0,0,0.030180491,0,0,0,0,0.225119175,0.231046931,0,0,0.020833333,0,0,0,0.222133848,0.00614961,0.029184149,0.006524033,0.018688874,0,0.043378577,0,0.032788399,0,0,0.205904375,0.15905961,0,0,0,0.032578209,0,0,0,0,0,0,0,0,0,0.036031386,0.008877137,0
ASV28_LT,0,0,0,0,0,0,0,0,0,0,0.0674721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.061028933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV28_MT,0,0,0,0,0,0,0,0,0,0,0.141407867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06061246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019171708,0.003479347,0,0,0,0,0.106901978,0,0,0,0,0,0,0.258634631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV28_HT,0,0,0.023896611,0,0,0.034562454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.080555263,0,0,0,0,0,0,0,0,0,0,0,0.009978143,0,0,0.136259977,0.160043668,0,0,0,0.015473192,0,0,0,0,0,0,0,0.007056908,0,0.027974823,0,0,0,0,0.099810204,0,0.001713101,0.185337572,0.032324946,0,0.019131198,0,0.025996186,0,0,0.085157233,0,0,0,0,0.034816057,0,0,0,0,0.113337873,0.148716406,0,0,0.029342723,0,0,0,0.141915691,0,0,0,0,0,0.014673514,0,0.023552231,0,0,0.161728527,0.137025379,0,0,0,0.009169364,0,0,0,0.005326777,0,0,0,0,0,0.028907702,0.002644253,0
ASV4_LT,0,0,0.094018277,0,0.218756676,0.302009525,0.469645718,0,0.185644372,0,0,0.328800175,0.039371664,0.143732761,0.148480574,0,0.042559188,0,0.081500282,0.005794862,0.04623446,0.027942143,0,0.077425786,0.08137164,0,0.033504243,0.143560953,0.003688525,0,0,0.031203173,0.001239276,0.004563492,0,0.009874737,0.017878427,0.058884787,0.010668369,0.030817329,0.00353069,0.003153153,0.033111945,0.181818182,0.017037883,0,0,0.163466273,0.03358562,0.047378466,0.391358366,0.299978778,0.176232104,0.162195625,0,0.131906977,0.082164329,0.022606754,0.21605048,0.267068031,0,0,0,0,0.001732749,0.016982003,0.001776863,0,0,0,0.000705592,0,0,0,0,0,0,0,0,0,0,0,0.000208485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000721631,0,0,0.004037323,0,0,0
ASV4_MT,0,0,0.05149408,0,0.019569472,0.106103024,0.308705965,0,0.011607226,0,0,0.086695279,0.033783784,0,0.029250239,0,0,0,0.072944297,0,0.004149378,0,0,0.039142502,0.001841782,0,0,0.013282513,0,0,0,0,0.003247323,0,0,0,0,0.075154889,0,0,0,0,0.019102665,0.071699066,0.003208654,0,0,0,0.000948067,0.029345372,0.018438178,0.146469147,0.004721435,0.066274781,0,0,0.051217391,0.024569567,0.097600143,0.049805034,0,0,0.002691119,0,0,0.008335757,0.06977181,0,0,0,0,0.012064837,0.002313111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011602689,0,0,0,0,0,0,0,0,0,0.000910931,0,0,0,0,0,0.003279059,0,0,0,0,0,0,0.001932197,0.00196026,0,0,0,0,0.003326622,0.005110888,0.00407332,0.004094077
ASV4_HT,0,0,0.306998293,0,0.378271213,0.114087614,0.210187421,0,0.047406689,0,0,0.45097011,0.300876232,0.021429842,0.045260077,0,0,0,0.23552822,0,0,0.006668124,0,0.032527604,0.054586966,0,0,0.011462825,0,0.000965344,0,0.00249975,0,0,0,0,0,0.063115616,0.033414402,0.034971016,0,0,0.023375143,0.026746725,0.050239676,0,0.036128214,0.08195394,0.000978261,0.206494264,0.429059081,0.116990755,0.385185839,0.430347381,0.01542777,0.246087035,0.4089026,0.019682286,0.177564661,0.436346052,0,0.004203336,0.146924193,0,0.292759895,0.010286142,0.253981717,0,0.011408513,0,0,0.209783631,0.371377195,0.121383648,0.020375507,0.001998547,0,0,0.103659138,0.001324503,0,0.018358086,0,0,0.007220217,0,0,0.0021518,0,0.005968961,0,0.039313714,0,0.004289044,0.344526528,0,0,0.135913426,0.015870217,0,0,0,0.009305808,0.094432422,0.046636086,0,0.018560029,0.081014024,0,0.232239098,0.297589869,0.07262856,0.147764759,0.509374099,0.010623683,0.173042114,0.26562155,0.008878794,0.112664085,0.314403138
ASV24_LT,0,0,0,0,0,0.000696945,0,0,0,0,0,0,0.002416675,0.000612933,0.005641749,0,0.10531755,0,0,0.026752946,0,0.013806706,0,0,0,0,0.001768034,0,0,0,0,0.089819304,0,0,0,0.063180031,0.003208948,0,0,0.005806163,0.000633714,0,0,0.001097936,0,0,0,0,0,0.000785899,0,0,0,0,0.001074744,0,0,0,0,0.004695966,0,0,0.037305395,0,0.00795026,0.034517766,0.107734032,0,0.010838736,0.00110664,0,0,0.024626304,0.041530259,0.044148692,0,0,0.001163354,0.037088873,0.000403877,0.004182545,0,0,0.063263616,0,0,0,0.011426741,0.000355872,0.047799511,0,0.000706514,0.000822115,0.000969462,0,0,0,0.00309374,0.001253656,0.001026598,0.001627428,0,0.000468823,0.047959085,0,0,0,0.002713023,0.004960689,0.004003603,0.022809232,0.00638517,0.005141139,0.001533466,0,0.016166061,0.074825049,0.008784908,0.00326523,0.006177962
ASV24_MT,0,0.002501904,0,0,0,0.001959686,0,0,0.031264626,0,0,0,0.002866503,0,0,0,0,0,0,0,0,0,0,0.001722653,0,0,0,0,0,0,0,0,0.000351062,0,0,0,0,0,0,0,0,0.000361631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009312412,0.011561846,0,0.005274725,0.024425705,0.00610386,0,0.114296492,0.002903484,0,0.008473015,0.027547051,0.014832578,0.001594448,0,0.007117109,0,0.001742498,0,0.003287972,0.102966369,0,0.004721435,0.001869159,0,0,0.055953155,0,0.005617371,0.007058824,0.002653364,0,0,0.00405077,0,0,0.00354251,0.00228833,0.000313578,0,0,0.00091047,0.023066486,0.002602342,0.00127197,0.002090738,0,0.00220022,0.002835452,0.003776568,0.006148089,0.001833181,0.003224362,0,0.000968907,0.003851878,0.0074838,0.00203666,0.001132404
ASV24_HT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021206821,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031500445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010300045,0.189806909,0.084514905,0,0.027139122,0,0.0051833,0.000663948,0.000351031,0,0,0,0.004442564,0.008050314,0.012054619,0.053324855,0.054436157,0.00161435,0.107308413,0.001702933,0.048032514,0.146452145,0.000736716,0,0,0,0,0,0,0.003879825,0.059437829,0.003408704,0.00192749,0.001958042,0,0.011426358,0.00031325,0,0.04972668,0.036852314,0,0.021113036,0,0.000786937,0.029051988,0.037490988,0.004841747,0,0,0,0,0.02489244,0,0,0.011905852,0,0,0,0.000283313,0
ASV11_LT,0,0,0,0.647261204,0.002777184,0.009524916,0,0,0,0,0.554008396,0,0,0.011134947,0.005898192,0,0,0,0,0,0,0,0,0,0,0,0.017061528,0.493698442,0.620389344,0.645625127,0.001415428,0.002644337,0,0,0,0,0.329879894,0,0,0,0.038022814,0,0.000481278,0,0,0,0,0.001230921,0.001135289,0,0,0,0,0.004539827,0,0,0.000871308,0.019257605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070907473,0,0.001165748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006250583,0
ASV11_MT,0,0.053845317,0,0.117745723,0,0,0,0,0,0,0.10952381,0,0,0,0.025191022,0,0,0,0,0,0,0,0,0,0,0,0,0.04042504,0.166631468,0.615026326,0,0,0,0,0,0,0.071603248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007910656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV11_HT,0,0,0,0,0,0,0,0,0,0,0.016856768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009836395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV3_LT,0,0.353331882,0.221129881,0,0.00224311,0.000696945,0.017447036,0,0.178901577,0.002027089,0,0,0.404994462,0.019920319,0.484549301,0,0.077320556,0,0.246286896,0,0.283365869,0.431623932,0.011419723,0.243132477,0.051992586,0,0.073815417,0.002864345,0.002151639,0.011115643,0,0,0.030505243,0,0,0,0.013385899,0.407744012,0.008571168,0.037070121,0.003711751,0.038198198,0.203099432,0.066754502,0.004664002,0.009314523,0.183669639,0.032619399,0.457332072,0.136072752,0,0.291914261,0.02065121,0.002338699,0.107865169,0.061395349,0.008451686,0.032933296,0.050391042,0.004214329,0.039462895,0.64746913,0.310290806,0.000353544,0,0.008121827,0.028616852,0.054129399,0.160048622,0.034808853,0,0,0.144639209,0.160695912,0.314731528,0.047726573,0.264394474,0.156374212,0.298110567,0.233340065,0.19815968,0.611341099,0.050974669,0.182853593,0.002241467,0.106220293,0.028816109,0.266873131,0.003024911,0.15207824,0.170941077,0.126889925,0.040900216,0.12816287,0,0.125944584,0,0.069609157,0.005850397,0.387214186,0.066399045,0.415418747,0.313830286,0.22609283,0.105186872,0.514125489,0.302170797,0.130426045,0.343129914,0.364427985,0.0062207,0.160659114,0.007372199,0,0.160845318,0.153147121,0.164274179,0.401516553,0.26336412,0.142277547
ASV3_MT,0,0.017513325,0.341289231,0,0,0,0,0,0.038191519,0,0,0,0.042895168,0.108134309,0.440425024,0,0.000617992,0,0.044916004,0,0.073530831,0,0,0.004019523,0.000263112,0,0,0,0,0,0.008412386,0.012947515,0.005090398,0,0,0,0,0.106671456,0.006124874,0,0,0,0.196806426,0.156652361,0.001375138,0,0.012911612,0,0.143368798,0.001991767,0,0.037202049,0,0,0,0.005718602,0,0.011074919,0.005263627,0,0,0.004209721,0.032891458,0,0,0,0,0,0.037847353,0.00030036,0,0,0.037325202,0.016875389,0.119677359,0,0,0,0.003291384,0,0.004201297,0,0,0.048001259,0,0,0,0.016482325,0,0.020525008,0.035935829,0.00137975,0,0,0,0,0,0.014979757,0,0,0,0,0.181891755,0.08740389,0.00030027,0,0.002090738,0.000878272,0.022857841,0.028080124,0,0.017196828,0,0,0.000381316,0.002818638,0.001750854,0.016792918,0.035363822,0.001829268
ASV3_HT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004366812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001028518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV19_LT,0,0.230074042,0.073109942,0,0,0.012777326,0.003471604,0.007120862,0.119195215,0.003132774,0,0,0,0.010113393,0.082831132,0,0.017192785,0,0.015416432,0.084122078,0.023630946,0.095112864,0.002225878,0,0.037164041,0.001740341,0.023603253,0.006530706,0.015881148,0.024066898,0,0.043895989,0.008198284,0.002380952,0.060196234,0.020572369,0.017878427,0.010981729,0.054344853,0.019205002,0.00181061,0.074684685,0.003753971,0.031840141,0.027032172,0.5,0.013984045,0.003938946,0.037086093,0,0,0,0,0,0,0.013767442,0,0.006884361,0,0.001083685,0,0.00226223,0,0,0,0.004614675,0.002618535,0,0.002329822,0,0,0,0,0,0.003120698,0,0.000504185,0,0,0.000605816,0.001115345,0,0,0,0.00376974,0,0,0.028086288,0,0.050855746,0,0,0.000205529,0,0,0.000678163,0,0,0,0,0.002278399,0,0,0,0,0.002327796,0,0,0,0,0,0,0,0,0,0,0,0.000739782,0,0
ASV19_MT,0,0,0.07273069,0,0.000372752,0.003919373,0.003689713,0.001178283,0.015538706,0,0.000621118,0,0.004402129,0,0.017788921,0,0.000794562,0,0,0.001904762,0.043809708,0.063095452,0,0.002296871,0.002631117,0,0,0,0.019112988,0.024402592,0,0.001303441,0.000351062,0,0.005895293,0.001365623,0.052430793,0.015892969,0.027516226,0.002156916,0,0.002350601,0.001469436,0.007826306,0,0.011509078,0.004159445,0.004122767,0.012746234,0,0.010195228,0,0,0,0.001415553,0.034419508,0,0.005304793,0,0,0,0,0,0,0,0,0,0,0.001383126,0,0,0,0.000630848,0,0.000468955,0,0,0,0,0,0,0,0,0,0,0,0,0.025374105,0.034614494,0.003240791,0,0,0,0,0,0,0.004564607,0,0,0,0,0,0.000505817,0.000904568,0,0,0.000418148,0,0,0,0,0,0,0,0,0,0,0.000365063,0,0
ASV19_HT,0.000902201,0.003867831,0,0,0,0,0.000804875,0,0.005041202,0,0,0,0.04162103,0.000177841,0.006079712,0,0.011428041,0.002312807,0,0.002164502,0,0.00841714,0.067480322,0,0,0,0,0,0,0.010618786,0,0,0.003309481,0,0.002193441,0.013357079,0,0,0,0,0,0,0,0,0.160766962,0.129050662,0,0,0.000543478,0,0,0,0,0,0,0,0,0,0,0,0.000358262,0.027715749,0.039075583,0,0,0,0.00621996,0,0.000526547,0,0,0,0.004125238,0,0.000746746,0,0.047645553,0,0.008876615,0.002365184,0.003510068,0.011860561,0,0,0,0,0,0.000880282,0,0.004675686,0.002439977,0.003067833,0.072693896,0.002424242,0.006811858,0.008424518,0,0,0.003174043,0,0,0.002923343,0,0.002852646,0,0.010505716,0,0,0.000918274,0,0,0,0,0,0.009707849,0,0,0,0,0
ASV13_LT,0.007937232,0,0.013431182,0,0.00267037,0,0,0.001443418,0.076128331,0,0,0.000438693,0.00483335,0.006435795,0.021925888,0.003057829,0.02095077,0.008883131,0.01034029,0.035058914,0.028254392,0.027942143,0.004258202,0.080527249,0.001019462,0,0.008574965,0,0,0,0.006723284,0.004671662,0.004194471,0.008829365,0.000441969,0.060437049,0.006784634,0.011928429,0.03455822,0.020098258,0.001539019,0.040720721,0.021176244,0.028436539,0.008947268,0.020799421,0.017832004,0.006646972,0.012771996,0.00538902,0,0.005942275,0.006208032,0,0.017684416,0.012837209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00205243,0
ASV13_MT,0.021671827,0.301968889,0.02086074,0,0,0,0,0.026194145,0.374520266,0,0,0,0.017915643,0.000793161,0.04608405,0,0.023042288,0.002033059,0.002122016,0.09122807,0.059828235,0.141919827,0.021758358,0.020289023,0.001666374,0.018051801,0,0,0,0.028857837,0.003490245,0.01416406,0.020361594,0.01260245,0,0.09377276,0,0.047499327,0.06938477,0.00907702,0,0.143205858,0.008914577,0.007826306,0.033828383,0.507689255,0.03847487,0.002175905,0.090277046,0.007303147,0,0.01481399,0.001888574,0,0.057506857,0.004423824,0,0,0.000713712,0.000354484,0,0.014542671,0,0,0,0,0,0,0.089903181,0,0,0,0,0.002131628,0.013412118,0,0.0009243,0,0,0.002578475,0.001826651,0,0,0,0,0.005007907,0,0,0,0.024413957,0.010695187,0,0,0.001461683,0.001350257,0,0,0,0.003744539,0,0,0,0,0,0,0,0,0.000878272,0,0.004847709,0.001756543,0,0,0,0.004099142,0.005549194,0,0,0,0
ASV13_HT,0.018134248,0.001105094,0,0,0.000396511,0,0,0.017822868,0,0,0.000504694,0,0.021467689,0,0,0,0.000278733,0,0.001628075,0.00297619,0.05497299,0.010712724,0.022640842,0,0,0,0,0,0,0,0.003309432,0,0.013148479,0.079051757,0,0.03205699,0,0,0.016389976,0.00028509,0,0.002199183,0,0,0,0.055111821,0,0.001889169,0,0,0,0,0.002736824,0,0.003553062,0,0,0.001099011,0,0,0.00958352,0.214895573,0,0,0.003696691,0,0.003204222,0,0,0,0,0,0,0,0.009067634,0,0.01369253,0.00206278,0.015386133,0.01589404,0.031682985,0.00814769,0.090984437,0,0,0,0,0,0,0,0.005075151,0,0,0.007272727,0,0.031470902,0,0,0.010403809,0,0,0,0.013584341,0.01564037,0.003440367,0.058296426,0.004214113,0,0.02275278,0,0,0.034111862,0,0,0.043868486,0,0,0,0,0
ASV17_LT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ASV17_MT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.044711779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007077767,0,0,0,0,0,0.042857143,0.116851639,0,0,0,0,0,0.021217712,0.100968188,0,0,0,0.017138051,0.017763567,0.072125305,0,0.009890008,0,0,0.072533632,0.02191981,0,0.021485867,0,0,0,0,0,0,0.33995895,0,0,0.005070994,0.004802673,0,0.278771115,0,0,0.0215311,0.010661649,0,0.115074799,0.006676783,0.00339213,0.006405765,0.30006938,0,0.003776568,0.161716172,0,0,0,0,0,0.028884652,0,0,0.000273798,0,0
ASV17_HT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002983765,0,0,0,0,0.031823899,0.32259441,0,0.099298675,0,0.099713976,0,0.247459819,0,0,0,0,0,0,0,0,0.343911659,0,0,0.012023864,0.10993007,0,0,0,0,0,0.050429482,0,0,0.035832709,0.049478654,0,0.076629931,0,0,0.136618712,0,0,0.070579799,0,0,0,0,0,0,0,0
ASV29_LT,0,0,0,0,0.003097629,0,0,0,0,0,0,0.067887695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000440723,0.000190658,0,0,0,0,0.00047335,0,0,0,0,0,0,0.001903674,0,0,0.002092565,0,0.0089817,0,0.001697793,0.068288357,0.000412712,0,0.006697674,0,0,0.007909705,0,0,0,0,0.000176772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
